cust_id,gender,age,region,city,signup_date
C009661,F,58,North West,Rustenburg,2021-11-25
C009662,F,33,KwaZulu-Natal,Pietermaritzburg,2019-04-04
C009663,M,16,Gauteng,Soweto,2024-02-13
C009664,F,16,Gauteng,Pretoria,2019-10-18
C009665,M,42,Mpumalanga,Nelspruit,2021-10-04
C009666,M,35,Gauteng,Soweto,2019-12-08
C009667,F,51,Free State,Bloemfontein,2023-09-21
C009668,M,19,Northern Cape,Kimberley,2022-10-27
C009669,M,34,Limpopo,Polokwane,2024-09-08
C009670,M,33,Eastern Cape,Gqeberha,2024-03-12
C009671,F,31,Northern Cape,Kimberley,2020-07-27
C009672,F,28,Gauteng,Johannesburg,2020-07-07
C009673,F,29,KwaZulu-Natal,Durban,2020-08-23
C009674,M,35,Western Cape,Cape Town,2019-12-03
C009675,M,37,Gauteng,Pretoria,2024-08-17
C009676,M,36,Northern Cape,Kimberley,2019-07-01
C009677,M,47,Western Cape,Stellenbosch,2021-07-18
C009678,F,19,Gauteng,Midrand,2020-09-08
C009679,F,16,Northern Cape,Kimberley,2019-02-04
C009680,M,45,Northern Cape,Kimberley,2023-12-25
C009681,M,22,Western Cape,Stellenbosch,2022-01-05
C009682,M,28,Eastern Cape,East London,2024-04-06
C009683,F,26,Mpumalanga,Nelspruit,2022-09-12
C009684,F,25,Eastern Cape,Gqeberha,2021-12-22
C009685,M,16,North West,Rustenburg,2020-06-19
C009686,F,26,KwaZulu-Natal,Durban,2022-07-18
C009687,F,41,North West,Rustenburg,2023-05-13
C009688,M,33,Limpopo,Polokwane,2019-03-03
C009689,M,39,Gauteng,Pretoria,2020-05-25
C009690,M,27,Limpopo,Polokwane,2021-03-03
C009691,M,44,Gauteng,Pretoria,2019-09-20
C009692,M,27,North West,Rustenburg,2019-07-04
C009693,F,16,Northern Cape,Kimberley,2020-06-30
C009694,M,37,Western Cape,Paarl,2021-01-16
C009695,M,42,Free State,Bloemfontein,2022-03-15
C009696,F,26,Eastern Cape,Gqeberha,2023-11-17
C009697,X,47,Gauteng,Pretoria,2024-02-18
C009698,M,23,Mpumalanga,Nelspruit,2021-04-15
C009699,F,41,Gauteng,Midrand,2022-03-05
C009700,M,54,Gauteng,Midrand,2019-01-31
C009701,M,33,North West,Rustenburg,2024-02-03
C009702,F,30,KwaZulu-Natal,Pietermaritzburg,2020-05-29
C009703,F,32,Northern Cape,Kimberley,2019-05-21
C009704,M,53,Limpopo,Polokwane,2022-08-12
C009705,F,38,Free State,Bloemfontein,2021-03-26
C009706,F,59,Eastern Cape,Gqeberha,2021-06-19
C009707,M,36,Eastern Cape,Gqeberha,2021-08-11
C009708,M,25,KwaZulu-Natal,Durban,2022-10-07
C009709,M,26,Mpumalanga,Nelspruit,2023-10-22
C009710,M,34,Limpopo,Polokwane,2022-06-06
C009711,M,16,Gauteng,Johannesburg,2022-08-30
C009712,F,27,KwaZulu-Natal,Pietermaritzburg,2023-11-07
C009713,F,28,Northern Cape,Kimberley,2023-09-16
C009714,M,36,Free State,Bloemfontein,2020-01-13
C009715,F,56,KwaZulu-Natal,Durban,2021-01-11
C009716,M,34,KwaZulu-Natal,Durban,2021-12-17
C009717,M,16,Western Cape,Stellenbosch,2024-08-07
C009718,F,22,North West,Rustenburg,2022-08-22
C009719,M,36,KwaZulu-Natal,Pietermaritzburg,2023-11-17
C009720,M,34,KwaZulu-Natal,Durban,2023-10-07
C009721,M,52,Gauteng,Soweto,2024-06-27
C009722,F,45,Northern Cape,Kimberley,2022-02-08
C009723,M,44,Eastern Cape,Gqeberha,2020-07-29
C009724,F,30,Mpumalanga,Nelspruit,2021-06-19
C009725,M,46,Mpumalanga,Nelspruit,2019-01-15
C009726,M,22,Eastern Cape,Gqeberha,2023-02-06
C009727,F,45,Free State,Bloemfontein,2022-09-09
C009728,F,30,Gauteng,Midrand,2019-12-28
C009729,M,16,Mpumalanga,Nelspruit,2021-12-14
C009730,M,40,Mpumalanga,Nelspruit,2023-04-18
C009731,F,50,Western Cape,Stellenbosch,2023-09-02
C009732,M,28,Western Cape,Stellenbosch,2023-08-27
C009733,M,52,Eastern Cape,Gqeberha,2019-08-02
C009734,F,16,Mpumalanga,Nelspruit,2021-03-29
C009735,M,19,Free State,Bloemfontein,2022-07-28
C009736,F,31,Gauteng,Midrand,2019-08-19
C009737,F,29,Limpopo,Polokwane,2020-03-11
C009738,M,25,Mpumalanga,Nelspruit,2024-08-26
C009739,F,35,Western Cape,Stellenbosch,2022-01-31
C009740,M,27,Free State,Bloemfontein,2022-06-20
C009741,M,29,North West,Rustenburg,2019-12-13
C009742,M,36,KwaZulu-Natal,Pietermaritzburg,2022-10-20
C009743,F,25,Gauteng,Pretoria,2024-06-21
C009744,F,32,Northern Cape,Kimberley,2024-10-03
C009745,M,25,Gauteng,Pretoria,2020-02-06
C009746,M,19,Gauteng,Pretoria,2020-05-01
C009747,M,42,KwaZulu-Natal,Durban,2022-06-13
C009748,F,53,Mpumalanga,Nelspruit,2024-04-26
C009749,F,46,Limpopo,Polokwane,2019-01-13
C009750,F,37,KwaZulu-Natal,Pietermaritzburg,2020-05-08
C009751,M,25,Gauteng,Soweto,2019-12-09
C009752,F,30,Northern Cape,Kimberley,2023-09-26
C009753,M,46,Gauteng,Pretoria,2021-12-29
C009754,F,16,Northern Cape,Kimberley,2023-04-14
C009755,F,29,Free State,Bloemfontein,2019-03-31
C009756,M,42,Western Cape,Paarl,2019-10-17
C009757,M,19,Eastern Cape,Gqeberha,2022-04-03
C009758,X,38,KwaZulu-Natal,Durban,2021-07-08
C009759,F,38,Western Cape,Stellenbosch,2020-02-08
C009760,M,16,Eastern Cape,East London,2020-07-25
C009761,F,34,Limpopo,Polokwane,2023-05-11
C009762,M,26,Free State,Bloemfontein,2019-01-31
C009763,M,38,Limpopo,Polokwane,2024-03-16
C009764,F,41,Northern Cape,Kimberley,2019-12-16
C009765,M,38,Western Cape,Paarl,2023-07-20
C009766,F,34,Mpumalanga,Nelspruit,2022-10-11
C009767,F,36,KwaZulu-Natal,Pietermaritzburg,2019-05-19
C009768,F,19,Gauteng,Pretoria,2023-08-02
C009769,F,33,Eastern Cape,East London,2021-12-22
C009770,M,23,Eastern Cape,East London,2020-10-21
C009771,M,45,Northern Cape,Kimberley,2019-09-01
C009772,M,41,Eastern Cape,Gqeberha,2019-09-10
C009773,M,41,Mpumalanga,Nelspruit,2021-06-14
C009774,M,54,Northern Cape,Kimberley,2020-10-07
C009775,F,29,Eastern Cape,East London,2024-01-13
C009776,F,26,Western Cape,Stellenbosch,2022-04-03
C009777,F,29,Northern Cape,Kimberley,2019-04-01
C009778,M,16,Free State,Bloemfontein,2024-04-04
C009779,M,16,Free State,Bloemfontein,2020-07-05
C009780,M,40,Mpumalanga,Nelspruit,2022-08-21
C009781,F,16,Eastern Cape,East London,2023-12-16
C009782,F,20,Free State,Bloemfontein,2023-01-02
C009783,M,32,Northern Cape,Kimberley,2021-06-07
C009784,F,28,Gauteng,Pretoria,2019-01-17
C009785,M,44,Mpumalanga,Nelspruit,2020-05-30
C009786,F,34,Eastern Cape,East London,2022-06-01
C009787,F,23,Free State,Bloemfontein,2024-09-10
C009788,M,45,Northern Cape,Kimberley,2019-03-20
C009789,M,42,Limpopo,Polokwane,2019-12-08
C009790,M,16,Eastern Cape,Gqeberha,2021-02-23
C009791,M,36,Northern Cape,Kimberley,2023-09-24
C009792,F,24,Limpopo,Polokwane,2024-09-11
C009793,M,24,Western Cape,Paarl,2020-01-25
C009794,M,55,Gauteng,Midrand,2022-06-25
C009795,M,34,Eastern Cape,East London,2024-10-10
C009796,M,30,Mpumalanga,Nelspruit,2024-12-26
C009797,F,34,Eastern Cape,Gqeberha,2023-09-18
C009798,F,43,Western Cape,Cape Town,2023-09-02
C009799,M,25,Northern Cape,Kimberley,2020-08-28
C009800,M,27,Western Cape,Cape Town,2020-11-08
C009801,F,41,Gauteng,Pretoria,2024-11-24
C009802,F,16,Eastern Cape,East London,2022-09-25
C009803,X,45,Western Cape,Paarl,2019-09-08
C009804,M,16,Limpopo,Polokwane,2019-06-01
C009805,M,30,Eastern Cape,East London,2024-02-26
C009806,F,16,Northern Cape,Kimberley,2019-10-12
C009807,X,20,Western Cape,Paarl,2023-03-12
C009808,M,49,KwaZulu-Natal,Durban,2020-12-05
C009809,M,46,Mpumalanga,Nelspruit,2020-01-16
C009810,F,47,Mpumalanga,Nelspruit,2019-09-08
C009811,M,16,Eastern Cape,East London,2022-04-11
C009812,M,20,Northern Cape,Kimberley,2023-10-27
C009813,M,37,North West,Rustenburg,2019-01-27
C009814,X,42,Limpopo,Polokwane,2023-03-22
C009815,M,23,Mpumalanga,Nelspruit,2022-06-09
C009816,F,26,Free State,Bloemfontein,2023-10-06
C009817,M,19,Free State,Bloemfontein,2022-06-29
C009818,M,53,Free State,Bloemfontein,2019-10-03
C009819,F,27,North West,Rustenburg,2021-06-13
C009820,F,33,Gauteng,Soweto,2024-12-01
C009821,M,34,Gauteng,Johannesburg,2023-12-11
C009822,F,46,Free State,Bloemfontein,2021-02-08
C009823,M,22,Limpopo,Polokwane,2024-07-31
C009824,F,47,Western Cape,Paarl,2019-01-17
C009825,F,18,Limpopo,Polokwane,2022-03-14
C009826,F,47,Gauteng,Midrand,2023-08-22
C009827,M,16,KwaZulu-Natal,Durban,2023-01-15
C009828,M,32,Free State,Bloemfontein,2020-01-27
C009829,F,53,Gauteng,Pretoria,2019-11-16
C009830,F,41,Limpopo,Polokwane,2023-06-17
C009831,F,38,Free State,Bloemfontein,2024-12-25
C009832,M,20,Limpopo,Polokwane,2023-08-01
C009833,X,24,Free State,Bloemfontein,2024-02-22
C009834,M,49,Mpumalanga,Nelspruit,2024-06-16
C009835,F,39,Limpopo,Polokwane,2024-09-09
C009836,M,44,Limpopo,Polokwane,2023-09-27
C009837,F,34,Western Cape,Cape Town,2023-08-31
C009838,F,30,Mpumalanga,Nelspruit,2023-09-26
C009839,F,42,Western Cape,Stellenbosch,2020-12-08
C009840,F,36,Gauteng,Soweto,2022-03-29
C009841,F,31,Northern Cape,Kimberley,2020-04-30
C009842,M,16,Western Cape,Cape Town,2022-03-08
C009843,F,44,Western Cape,Paarl,2022-01-24
C009844,M,38,KwaZulu-Natal,Pietermaritzburg,2019-05-30
C009845,M,26,Northern Cape,Kimberley,2019-06-30
C009846,M,47,North West,Rustenburg,2024-09-13
C009847,M,36,Mpumalanga,Nelspruit,2022-04-23
C009848,M,36,Western Cape,Cape Town,2019-03-13
C009849,F,44,Limpopo,Polokwane,2021-03-21
C009850,F,41,North West,Rustenburg,2024-05-05
C009851,M,37,Eastern Cape,Gqeberha,2023-05-14
C009852,M,31,KwaZulu-Natal,Durban,2023-12-09
C009853,M,57,North West,Rustenburg,2022-10-02
C009854,M,24,Western Cape,Paarl,2023-03-14
C009855,M,42,Northern Cape,Kimberley,2020-06-23
C009856,M,32,Free State,Bloemfontein,2024-01-18
C009857,M,38,Mpumalanga,Nelspruit,2023-05-26
C009858,M,48,Eastern Cape,East London,2020-06-08
C009859,M,29,Mpumalanga,Nelspruit,2020-11-12
C009860,X,40,Northern Cape,Kimberley,2023-08-07
C009861,M,36,Free State,Bloemfontein,2020-06-28
C009862,M,25,Western Cape,Stellenbosch,2023-01-05
C009863,F,48,Gauteng,Johannesburg,2021-07-05
C009864,F,42,Northern Cape,Kimberley,2020-09-20
C009865,M,28,Northern Cape,Kimberley,2019-12-12
C009866,F,46,Limpopo,Polokwane,2023-04-30
C009867,F,23,Gauteng,Pretoria,2020-12-13
C009868,M,33,North West,Rustenburg,2022-05-03
C009869,M,28,Free State,Bloemfontein,2020-07-23
C009870,M,42,KwaZulu-Natal,Pietermaritzburg,2019-11-19
C009871,M,27,Eastern Cape,East London,2019-02-17
C009872,F,42,Northern Cape,Kimberley,2024-08-19
C009873,F,40,Mpumalanga,Nelspruit,2020-10-20
C009874,M,28,Limpopo,Polokwane,2022-06-15
C009875,F,55,Mpumalanga,Nelspruit,2021-10-19
C009876,M,24,North West,Rustenburg,2021-03-21
C009877,X,16,Limpopo,Polokwane,2023-12-23
C009878,M,43,KwaZulu-Natal,Durban,2024-06-17
C009879,M,16,Gauteng,Pretoria,2020-01-31
C009880,M,51,Western Cape,Paarl,2019-03-09
C009881,M,34,KwaZulu-Natal,Durban,2020-12-17
C009882,F,16,Mpumalanga,Nelspruit,2019-08-14
C009883,M,22,Gauteng,Midrand,2019-03-06
C009884,F,16,Western Cape,Stellenbosch,2023-10-29
C009885,M,38,Northern Cape,Kimberley,2019-06-14
C009886,F,17,Eastern Cape,Gqeberha,2019-06-04
C009887,M,39,Western Cape,Paarl,2021-02-18
C009888,M,29,North West,Rustenburg,2022-05-28
C009889,F,27,Northern Cape,Kimberley,2021-12-30
C009890,M,39,Free State,Bloemfontein,2023-06-22
C009891,F,40,Western Cape,Stellenbosch,2023-06-27
C009892,F,47,Limpopo,Polokwane,2019-02-06
C009893,F,25,North West,Rustenburg,2023-07-30
C009894,F,33,Northern Cape,Kimberley,2019-04-04
C009895,X,25,Limpopo,Polokwane,2024-06-24
C009896,X,35,Northern Cape,Kimberley,2020-10-31
C009897,M,24,North West,Rustenburg,2024-06-11
C009898,M,28,Western Cape,Cape Town,2024-12-28
C009899,M,28,Limpopo,Polokwane,2019-08-11
C009900,M,37,Limpopo,Polokwane,2021-04-14
C009901,M,33,Mpumalanga,Nelspruit,2019-09-03
C009902,F,39,Free State,Bloemfontein,2024-10-21
C009903,M,32,Mpumalanga,Nelspruit,2021-12-23
C009904,X,26,Limpopo,Polokwane,2024-01-09
C009905,F,35,KwaZulu-Natal,Durban,2022-07-14
C009906,F,22,Free State,Bloemfontein,2024-01-31
C009907,F,40,Northern Cape,Kimberley,2022-08-02
C009908,F,30,North West,Rustenburg,2019-04-17
C009909,M,35,Limpopo,Polokwane,2021-11-30
C009910,F,36,KwaZulu-Natal,Pietermaritzburg,2022-12-05
C009911,M,52,Western Cape,Stellenbosch,2024-11-18
C009912,M,38,KwaZulu-Natal,Pietermaritzburg,2023-12-29
C009913,F,34,KwaZulu-Natal,Pietermaritzburg,2022-01-19
C009914,M,25,Northern Cape,Kimberley,2023-10-31
C009915,M,43,Free State,Bloemfontein,2024-08-10
C009916,M,30,Eastern Cape,East London,2024-04-02
C009917,M,16,North West,Rustenburg,2024-12-04
C009918,M,31,Eastern Cape,East London,2021-02-25
C009919,F,35,North West,Rustenburg,2021-08-30
C009920,F,23,Limpopo,Polokwane,2019-02-01
C009921,F,32,KwaZulu-Natal,Pietermaritzburg,2019-10-20
C009922,F,32,Northern Cape,Kimberley,2023-11-24
C009923,M,32,Mpumalanga,Nelspruit,2020-12-14
C009924,F,48,Northern Cape,Kimberley,2021-08-19
C009925,M,17,Gauteng,Pretoria,2021-02-24
C009926,F,57,KwaZulu-Natal,Pietermaritzburg,2024-07-22
C009927,M,33,KwaZulu-Natal,Pietermaritzburg,2024-04-29
C009928,M,40,Mpumalanga,Nelspruit,2023-06-08
C009929,M,35,North West,Rustenburg,2024-10-07
C009930,M,16,Western Cape,Paarl,2022-04-12
C009931,F,20,Western Cape,Paarl,2020-01-07
C009932,M,27,Mpumalanga,Nelspruit,2022-10-21
C009933,F,45,Eastern Cape,East London,2019-02-13
C009934,M,16,Mpumalanga,Nelspruit,2021-07-08
C009935,M,23,Gauteng,Pretoria,2023-12-25
C009936,F,35,Free State,Bloemfontein,2020-01-30
C009937,F,39,Gauteng,Pretoria,2022-05-08
C009938,F,38,Northern Cape,Kimberley,2023-08-30
C009939,M,21,Western Cape,Paarl,2023-07-04
C009940,M,16,Western Cape,Cape Town,2022-07-20
C009941,F,39,Gauteng,Johannesburg,2020-12-27
C009942,F,50,Western Cape,Paarl,2020-06-14
C009943,F,29,Free State,Bloemfontein,2019-12-14
C009944,M,19,Limpopo,Polokwane,2023-06-02
C009945,F,28,Northern Cape,Kimberley,2020-08-02
C009946,F,38,North West,Rustenburg,2022-11-24
C009947,M,30,Gauteng,Midrand,2019-04-17
C009948,F,50,Eastern Cape,Gqeberha,2020-09-30
C009949,M,44,North West,Rustenburg,2021-04-25
C009950,M,35,Western Cape,Paarl,2023-08-20
C009951,F,16,Mpumalanga,Nelspruit,2019-08-06
C009952,M,25,Eastern Cape,Gqeberha,2021-10-27
C009953,F,26,Western Cape,Stellenbosch,2021-10-12
C009954,F,24,Gauteng,Midrand,2020-12-05
C009955,X,35,KwaZulu-Natal,Durban,2023-10-17
C009956,M,36,Gauteng,Midrand,2024-11-16
C009957,M,16,Western Cape,Paarl,2019-04-15
C009958,F,43,Free State,Bloemfontein,2024-08-03
C009959,F,33,North West,Rustenburg,2024-05-17
C009960,F,37,Free State,Bloemfontein,2024-01-19
C009961,M,42,Mpumalanga,Nelspruit,2019-09-27
C009962,M,24,Gauteng,Soweto,2021-04-29
C009963,M,48,KwaZulu-Natal,Durban,2022-12-07
C009964,X,31,Limpopo,Polokwane,2020-03-23
C009965,F,51,Gauteng,Midrand,2020-06-10
C009966,M,22,Limpopo,Polokwane,2022-05-18
C009967,F,50,Western Cape,Stellenbosch,2024-01-25
C009968,F,22,Eastern Cape,Gqeberha,2019-12-23
C009969,M,64,Limpopo,Polokwane,2019-01-23
C009970,M,22,Northern Cape,Kimberley,2024-12-21
C009971,F,46,Gauteng,Pretoria,2021-07-11
C009972,F,29,Free State,Bloemfontein,2019-06-16
C009973,M,42,Free State,Bloemfontein,2024-10-07
C009974,F,33,Gauteng,Pretoria,2020-08-21
C009975,M,20,Limpopo,Polokwane,2019-09-05
C009976,M,16,Gauteng,Pretoria,2023-01-04
C009977,F,63,Mpumalanga,Nelspruit,2023-07-24
C009978,F,34,Western Cape,Paarl,2019-10-05
C009979,F,16,Western Cape,Cape Town,2023-05-11
C009980,M,37,Gauteng,Soweto,2021-04-07
C009981,F,41,Free State,Bloemfontein,2020-11-29
C009982,M,24,KwaZulu-Natal,Durban,2022-12-31
C009983,F,24,Free State,Bloemfontein,2019-05-13
C009984,M,33,Northern Cape,Kimberley,2020-01-04
C009985,F,47,North West,Rustenburg,2023-12-30
C009986,F,34,Mpumalanga,Nelspruit,2024-11-28
C009987,M,51,Free State,Bloemfontein,2024-06-04
C009988,M,47,Western Cape,Paarl,2023-09-12
C009989,F,30,Eastern Cape,East London,2019-10-07
C009990,F,16,Gauteng,Pretoria,2020-11-07
C009991,M,30,Western Cape,Paarl,2024-01-31
C009992,F,39,KwaZulu-Natal,Durban,2023-04-11
C009993,F,34,Mpumalanga,Nelspruit,2023-12-30
C009994,F,41,North West,Rustenburg,2021-06-18
C009995,F,43,Limpopo,Polokwane,2022-06-17
C009996,M,39,KwaZulu-Natal,Pietermaritzburg,2023-06-02
C009997,M,30,Mpumalanga,Nelspruit,2023-09-12
C009998,M,39,Northern Cape,Kimberley,2023-05-09
C009999,M,60,Limpopo,Polokwane,2019-03-28
C010000,F,16,Mpumalanga,Nelspruit,2020-03-19
C010001,M,39,North West,Rustenburg,2021-12-22
C010002,F,55,Mpumalanga,Nelspruit,2023-03-11
C010003,F,19,North West,Rustenburg,2024-10-18
C010004,M,45,KwaZulu-Natal,Pietermaritzburg,2020-10-21
C010005,F,47,KwaZulu-Natal,Pietermaritzburg,2023-08-25
C010006,F,16,Western Cape,Cape Town,2022-12-25
C010007,F,42,Western Cape,Stellenbosch,2020-08-10
C010008,M,30,Free State,Bloemfontein,2020-01-15
C010009,F,32,Northern Cape,Kimberley,2022-09-27
C010010,M,29,Western Cape,Paarl,2020-12-19
C010011,M,49,Mpumalanga,Nelspruit,2020-04-10
C010012,M,32,Gauteng,Soweto,2020-04-23
C010013,F,27,Northern Cape,Kimberley,2020-05-01
C010014,M,28,Free State,Bloemfontein,2019-07-19
C010015,F,29,Free State,Bloemfontein,2020-02-19
C010016,M,20,Eastern Cape,Gqeberha,2024-11-06
C010017,M,27,Northern Cape,Kimberley,2020-02-21
C010018,F,34,Eastern Cape,East London,2021-06-14
C010019,M,38,Western Cape,Stellenbosch,2021-12-29
C010020,M,47,Limpopo,Polokwane,2023-03-18
C010021,F,36,Limpopo,Polokwane,2020-11-09
C010022,F,27,Mpumalanga,Nelspruit,2023-12-16
C010023,M,21,Free State,Bloemfontein,2023-08-31
C010024,M,37,KwaZulu-Natal,Pietermaritzburg,2022-01-18
C010025,M,32,Gauteng,Midrand,2024-05-12
C010026,F,32,Northern Cape,Kimberley,2021-02-01
C010027,M,36,Western Cape,Cape Town,2021-12-03
C010028,M,39,Eastern Cape,Gqeberha,2022-08-03
C010029,M,36,Western Cape,Paarl,2020-02-23
C010030,M,31,KwaZulu-Natal,Durban,2019-06-29
C010031,F,23,Gauteng,Midrand,2024-12-25
C010032,M,26,Eastern Cape,Gqeberha,2019-04-17
C010033,F,43,Northern Cape,Kimberley,2019-04-14
C010034,F,28,KwaZulu-Natal,Durban,2019-08-11
C010035,M,17,Northern Cape,Kimberley,2022-04-18
C010036,F,47,Limpopo,Polokwane,2020-08-10
C010037,F,22,Northern Cape,Kimberley,2020-04-26
C010038,F,33,Limpopo,Polokwane,2024-02-28
C010039,M,39,Northern Cape,Kimberley,2024-08-15
C010040,X,33,Free State,Bloemfontein,2024-04-02
C010041,F,16,North West,Rustenburg,2020-12-12
C010042,F,38,Gauteng,Johannesburg,2019-07-06
C010043,M,49,Northern Cape,Kimberley,2024-09-29
C010044,F,42,Gauteng,Midrand,2022-04-10
C010045,X,16,Western Cape,Stellenbosch,2024-10-31
C010046,M,59,Mpumalanga,Nelspruit,2020-01-02
C010047,F,17,KwaZulu-Natal,Pietermaritzburg,2024-08-27
C010048,M,20,Gauteng,Johannesburg,2020-11-09
C010049,F,42,North West,Rustenburg,2023-10-03
C010050,M,38,Free State,Bloemfontein,2019-08-30
C010051,F,34,Free State,Bloemfontein,2023-06-12
C010052,M,26,KwaZulu-Natal,Durban,2021-11-02
C010053,M,49,Mpumalanga,Nelspruit,2024-09-17
C010054,M,33,KwaZulu-Natal,Pietermaritzburg,2019-11-20
C010055,M,16,Limpopo,Polokwane,2020-05-04
C010056,F,48,Western Cape,Cape Town,2022-10-25
C010057,M,36,KwaZulu-Natal,Pietermaritzburg,2023-11-09
C010058,M,46,Gauteng,Soweto,2024-04-29
C010059,F,40,KwaZulu-Natal,Durban,2019-09-06
C010060,F,62,Eastern Cape,East London,2019-01-16
C010061,F,29,Mpumalanga,Nelspruit,2021-03-03
C010062,F,33,North West,Rustenburg,2019-08-02
C010063,M,42,Free State,Bloemfontein,2021-05-30
C010064,F,29,Northern Cape,Kimberley,2021-11-10
C010065,M,43,Eastern Cape,Gqeberha,2024-12-19
C010066,X,16,Free State,Bloemfontein,2019-03-15
C010067,F,32,Limpopo,Polokwane,2020-12-03
C010068,M,32,Western Cape,Cape Town,2021-01-11
C010069,F,31,Eastern Cape,Gqeberha,2022-04-29
C010070,F,22,Northern Cape,Kimberley,2020-12-02
C010071,F,44,Free State,Bloemfontein,2022-10-19
C010072,F,27,Northern Cape,Kimberley,2024-02-03
C010073,F,35,Mpumalanga,Nelspruit,2023-01-24
C010074,F,33,Western Cape,Stellenbosch,2022-12-17
C010075,F,39,Free State,Bloemfontein,2019-09-21
C010076,F,50,Eastern Cape,Gqeberha,2024-04-26
C010077,M,35,Northern Cape,Kimberley,2022-05-09
C010078,F,43,Eastern Cape,East London,2019-12-28
C010079,M,35,Free State,Bloemfontein,2022-10-22
C010080,M,27,Mpumalanga,Nelspruit,2021-12-02
C010081,M,31,Northern Cape,Kimberley,2024-06-01
C010082,M,30,Free State,Bloemfontein,2022-11-19
C010083,M,40,North West,Rustenburg,2024-09-27
C010084,M,34,Western Cape,Cape Town,2024-11-04
C010085,M,23,Northern Cape,Kimberley,2020-05-29
C010086,X,30,Western Cape,Stellenbosch,2020-10-01
C010087,F,16,Mpumalanga,Nelspruit,2020-04-06
C010088,M,31,Free State,Bloemfontein,2020-05-20
C010089,M,33,Limpopo,Polokwane,2023-02-06
C010090,F,55,Gauteng,Midrand,2024-09-09
C010091,M,49,Free State,Bloemfontein,2021-12-07
C010092,M,21,Gauteng,Johannesburg,2023-11-06
C010093,M,35,Free State,Bloemfontein,2023-06-17
C010094,F,36,Eastern Cape,East London,2020-07-25
C010095,F,30,Western Cape,Cape Town,2024-02-02
C010096,F,31,Free State,Bloemfontein,2021-11-14
C010097,M,29,Western Cape,Paarl,2019-01-24
C010098,M,55,Gauteng,Midrand,2023-04-17
C010099,M,28,Gauteng,Pretoria,2024-04-08
C010100,F,37,Eastern Cape,Gqeberha,2020-06-21
C010101,F,16,Mpumalanga,Nelspruit,2020-08-04
C010102,M,43,Limpopo,Polokwane,2023-05-23
C010103,M,47,Western Cape,Stellenbosch,2024-10-23
C010104,M,20,Eastern Cape,East London,2020-07-23
C010105,F,27,Limpopo,Polokwane,2021-07-31
C010106,F,38,KwaZulu-Natal,Durban,2023-01-27
C010107,M,33,Western Cape,Stellenbosch,2024-02-10
C010108,M,39,KwaZulu-Natal,Pietermaritzburg,2019-03-15
C010109,F,30,Gauteng,Midrand,2020-03-13
C010110,M,55,KwaZulu-Natal,Durban,2024-05-11
C010111,M,25,Free State,Bloemfontein,2022-02-24
C010112,M,65,North West,Rustenburg,2023-07-19
C010113,F,48,North West,Rustenburg,2019-05-19
C010114,F,43,Mpumalanga,Nelspruit,2019-07-19
C010115,M,21,Eastern Cape,East London,2023-05-29
C010116,M,44,Northern Cape,Kimberley,2021-04-03
C010117,X,40,Northern Cape,Kimberley,2024-08-25
C010118,M,16,Eastern Cape,Gqeberha,2021-08-01
C010119,F,16,Gauteng,Midrand,2024-01-21
C010120,F,37,Eastern Cape,Gqeberha,2022-04-05
C010121,F,31,Free State,Bloemfontein,2023-01-29
C010122,M,27,Mpumalanga,Nelspruit,2022-12-02
C010123,F,46,Western Cape,Stellenbosch,2019-09-18
C010124,M,22,Free State,Bloemfontein,2023-10-06
C010125,M,28,KwaZulu-Natal,Pietermaritzburg,2024-11-24
C010126,X,25,Free State,Bloemfontein,2021-04-27
C010127,M,39,Gauteng,Johannesburg,2021-01-23
C010128,M,16,Free State,Bloemfontein,2022-07-31
C010129,M,27,Gauteng,Pretoria,2022-10-17
C010130,X,16,North West,Rustenburg,2021-04-19
C010131,F,29,Mpumalanga,Nelspruit,2020-08-20
C010132,F,42,Northern Cape,Kimberley,2024-10-28
C010133,X,42,Limpopo,Polokwane,2023-12-17
C010134,M,24,Northern Cape,Kimberley,2022-06-06
C010135,M,39,Western Cape,Cape Town,2021-04-08
C010136,F,31,Gauteng,Midrand,2021-02-10
C010137,M,49,Northern Cape,Kimberley,2021-05-05
C010138,M,31,Limpopo,Polokwane,2022-07-22
C010139,M,16,Mpumalanga,Nelspruit,2019-01-10
C010140,F,44,KwaZulu-Natal,Durban,2022-12-09
C010141,M,27,Eastern Cape,Gqeberha,2022-06-13
C010142,M,30,Mpumalanga,Nelspruit,2019-11-13
C010143,M,37,Eastern Cape,Gqeberha,2020-07-03
C010144,F,16,Gauteng,Johannesburg,2020-08-30
C010145,M,34,KwaZulu-Natal,Durban,2024-07-11
C010146,F,39,Eastern Cape,Gqeberha,2024-08-09
C010147,F,37,North West,Rustenburg,2023-09-12
C010148,F,26,Eastern Cape,Gqeberha,2023-02-01
C010149,M,45,Free State,Bloemfontein,2024-09-16
C010150,M,21,Limpopo,Polokwane,2023-05-28
C010151,F,25,Western Cape,Cape Town,2021-05-03
C010152,F,31,Limpopo,Polokwane,2021-02-24
C010153,F,37,Western Cape,Stellenbosch,2022-12-20
C010154,F,29,North West,Rustenburg,2021-06-13
C010155,M,48,KwaZulu-Natal,Durban,2021-09-16
C010156,F,37,KwaZulu-Natal,Pietermaritzburg,2024-10-30
C010157,F,34,Eastern Cape,Gqeberha,2024-06-14
C010158,X,36,Eastern Cape,East London,2022-08-21
