txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id
T00047157,06/20/2025,S020,P00239,2,312.17,1,In-Store,Card,C011513
T00047158,2025/10/18,S009,P00089,4,11.21,0,Click&Collect,Card,C005412
T00047159,2025-08-05,S016,P00311,1,112.49,0,In-Store,Card,
T00047160,2025/12/09,S022,P00034,2,686.08,0,In-Store,Card,C005039
T00047161,2025-10-07,S008,P00122,1,27.49,0,In-Store,EFT,
T00047162,01/02/2025,S013,P00128,4,91.24,0,In-Store,EFT,C004106
T00047163,2025-12-09,S017,P00274,2,655.2,0,In-Store,Card,C003524
T00047164,2025-04-16,S021,P00285,3,1121.11,0,In-Store,Card,C002438
T00047165,2025/06/28,S020,P00052,1,48.94,0,In-Store,Card,C003932
T00047166,2025/12/02,S011,P00073,1,1356.17,0,Online,Cash,C003149
T00047167,2025-07-26,S004,P00293,4,298.2,0,In-Store,Card,
T00047168,2025-08-18,S003,P00356,4,1057.65,0,In-Store,Card,C007035
T00047169,09/03/2025,S002,P00342,4,73.76,1,In-Store,Card,
T00047170,13-10-2025,S013,P00209,2,583.97,1,Online,Cash,
T00047171,01/31/2025,S012,P00156,2,1280.96,0,In-Store,Card,C010916
T00047172,20-05-2025,S007,P00169,1,396.33,0,Click&Collect,Wallet,
T00047173,2025/09/01,S011,P00055,2,90.84,0,In-Store,EFT,C010109
T00047174,2025/02/08,S018,P00258,1,1886.45,1,Online,Card,C006121
T00047175,2025-09-29,S002,P00195,2,808.8,0,In-Store,Card,
T00047176,2025/05/12,S007,P00065,4,1343.46,0,In-Store,EFT,C003362
T00047177,01/09/2025,S017,P00234,1,18.37,0,In-Store,Card,
T00047178,01/08/2025,S007,P00313,4,479.23,0,In-Store,Card,C004073
T00047179,12-09-2025,S015,P00047,1,709.28,1,In-Store,Wallet,C007041
T00047180,02/11/2025,S020,P00158,3,1043.13,0,In-Store,Card,C000214
T00047181,2025/03/11,S008,P00078,1,421.93,0,Click&Collect,Card,C006861
T00047182,2025-11-14,S003,P00341,1,275.45,0,In-Store,Wallet,C001103
T00047183,10-10-2025,S007,P00026,3,101.43,0,In-Store,Card,C011110
T00047184,2025-10-21,S017,P00031,1,1192.49,0,In-Store,Cash,C002002
T00047185,22-08-2025,S008,P00339,1,24.1,1,Online,Card,C002608
T00047186,10/02/2025,S023,P00209,4,679.9,0,In-Store,EFT,C008439
T00047187,2025/02/10,S003,P00152,1,77.13,1,In-Store,Cash,C006148
T00047188,06/04/2025,S012,P00298,1,19.51,0,Online,Cash,C000801
T00047189,11/27/2025,S024,P00223,4,992.24,0,In-Store,EFT,C011755
T00047190,04-08-2025,S019,P00284,2,494.23,0,In-Store,Card,C000099
T00047191,2025/11/10,S002,P00277,2,1458.64,0,In-Store,Cash,C011553
T00047192,09/02/2025,S008,P00096,1,585.72,0,In-Store,Card,C004661
T00047193,2025/05/30,S002,P00102,3,115.72,0,In-Store,Card,C008324
T00047194,03-07-2025,S024,P00329,2,180.34,0,In-Store,Card,
T00047195,03/08/2025,S020,P00307,3,344.13,0,Online,EFT,C007847
T00047196,2025-05-16,S007,P00319,4,1675.41,0,Click&Collect,Cash,C000432
T00047197,2025-04-27,S012,P00066,4,876.6,1,In-Store,Card,C008249
T00047198,09-07-2025,S012,P00135,1,414.12,1,In-Store,Card,C008217
T00047199,17-12-2025,S021,P00396,2,36.53,0,In-Store,Card,C004758
T00047200,2025/06/02,S003,P00144,4,1026.17,1,In-Store,Card,C009260
T00047201,2025-10-27,S013,P00188,2,803.83,0,In-Store,Cash,
T00047202,2025-04-29,S019,P00363,3,181.04,0,In-Store,Card,C007838
T00047203,28-05-2025,S023,P00198,3,73.99,0,In-Store,EFT,C009441
T00047204,05-01-2025,S009,P00355,1,2274.75,0,In-Store,Cash,C003957
T00047205,23-01-2025,S009,P00223,3,1030.48,0,In-Store,Wallet,C000986
T00047206,18-02-2025,S017,P00377,1,1594.6,1,In-Store,EFT,C010111
T00047207,2025/05/14,S015,P00117,1,446.95,1,In-Store,Cash,C002613
T00047208,2025/12/23,S023,P00382,4,7.39,0,Online,Card,
T00047209,15-08-2025,S006,P00183,1,470.43,0,Online,Card,C009464
T00047210,2025/05/16,S010,P00107,4,1169.77,0,In-Store,Card,C003851
T00047211,2025-10-01,S012,P00017,3,1592.98,0,In-Store,Card,C000904
T00047212,24-09-2025,S013,P00341,1,257.45,0,In-Store,Card,C002367
T00047213,07/03/2025,S004,P00334,1,185.76,0,Online,Card,C003961
T00047214,12/31/2025,S004,P00135,2,523.49,0,In-Store,Card,C007219
T00047215,2025/05/29,S013,P00377,3,1921.0,0,In-Store,EFT,
T00047216,2025-06-18,S003,P00049,4,318.64,0,Online,Cash,
T00047217,05/06/2025,S012,P00150,3,62.1,1,In-Store,Card,C009682
T00047218,2025/05/27,S005,P00372,3,1060.62,0,Online,Card,C011090
T00047219,15-07-2025,S001,P00338,4,296.66,0,In-Store,Card,C009592
T00047220,21-09-2025,S011,P00261,1,588.29,0,In-Store,Cash,C006462
T00047221,2025/06/08,S003,P00259,2,1459.99,0,In-Store,Cash,C000338
T00047222,02/10/2025,S017,P00128,3,106.14,0,In-Store,Wallet,C005760
T00047223,2025-10-01,S015,P00121,4,556.77,1,In-Store,Cash,C007988
T00047224,2025/01/24,S004,P00373,4,1673.18,0,In-Store,EFT,C009037
T00047225,07/21/2025,S018,P00089,2,11.97,0,In-Store,Card,C007418
T00047226,02/16/2025,S008,P00115,4,321.54,0,In-Store,EFT,C003196
T00047227,2025-04-03,S017,P00228,4,51.25,1,In-Store,Card,C004883
T00047228,2025/07/26,S024,P00299,1,64.23,0,In-Store,EFT,C007890
T00047229,2025-01-09,S019,P00106,1,201.49,0,In-Store,Wallet,C008708
T00047230,2025/03/29,S008,P00093,1,38.6,0,Online,EFT,C007268
T00047231,2025/01/17,S012,P00274,3,765.15,0,In-Store,Cash,C007151
T00047232,2025-08-24,S008,P00050,4,667.53,0,In-Store,Card,C009102
T00047233,07/02/2025,S009,P00105,4,70.17,0,In-Store,Card,C005937
T00047234,2025/11/17,S023,P00224,4,144.7,0,Online,Wallet,C007953
T00047235,2025-10-07,S018,P00343,3,831.07,1,Click&Collect,Card,C006477
T00047236,22-12-2025,S014,P00211,3,263.51,1,Online,Cash,C009356
T00047237,02/09/2025,S007,P00349,4,122.08,1,Click&Collect,Card,C006878
T00047238,02-08-2025,S014,P00177,2,1580.91,1,Online,Card,C001648
T00047239,2025-10-13,S016,P00197,2,145.64,0,In-Store,EFT,C007906
T00047240,2025/04/20,S018,P00247,4,2339.71,0,Click&Collect,Card,
T00047241,2025/06/29,S003,P00234,2,17.53,0,In-Store,Cash,C002790
T00047242,06/18/2025,S022,P00159,1,601.01,0,In-Store,Card,
T00047243,08/24/2025,S014,P00144,3,1078.38,1,In-Store,Card,C003473
T00047244,08/16/2025,S009,P00244,4,1923.83,0,In-Store,Wallet,C005561
T00047245,10-03-2025,S018,P00351,4,830.26,0,In-Store,Card,C006910
T00047246,2025/11/07,S014,P00323,3,38.92,0,In-Store,Cash,C006107
T00047247,12/13/2025,S008,P00356,4,966.13,1,In-Store,Card,C005765
T00047248,09/19/2025,S023,P00351,2,695.74,0,In-Store,EFT,C005428
T00047249,2025/01/22,S023,P00249,3,205.34,1,In-Store,Card,
T00047250,22-09-2025,S023,P00023,2,1131.91,0,In-Store,Card,C002771
T00047251,2025/03/10,S002,P00049,3,292.03,0,Click&Collect,Cash,C010079
T00047252,01/01/2025,S023,P00296,2,11.14,0,Online,Card,C011297
T00047253,10-07-2025,S007,P00207,2,378.52,0,In-Store,Card,C005986
T00047254,22-01-2025,S009,P00061,1,1816.26,0,Online,Wallet,C007475
T00047255,15-08-2025,S017,P00276,2,896.8,0,In-Store,Card,C001524
T00047256,25-07-2025,S012,P00006,2,180.63,1,In-Store,Card,C006706
T00047257,04/23/2025,S021,P00374,4,1123.75,0,In-Store,Cash,C007553
T00047258,25-09-2025,S017,P00364,2,197.88,1,In-Store,Card,
T00047259,03/15/2025,S003,P00374,4,994.3,1,In-Store,Cash,C003910
T00047260,04/13/2025,S004,P00130,4,104.31,0,In-Store,Cash,C002644
T00047261,12/17/2025,S003,P00312,2,130.64,0,Online,Card,C011975
T00047262,2025/04/10,S009,P00124,1,0.0,0,In-Store,Card,C006933
T00047263,2025-03-23,S012,P00006,4,187.49,1,Online,Card,C004609
T00047264,06-10-2025,S023,P00171,3,98.87,0,In-Store,Card,C000859
T00047265,11/18/2025,S009,P00164,1,315.6,0,In-Store,Card,
T00047266,2025-09-17,S003,P00119,3,161.42,0,Online,Cash,C009958
T00047267,2025/01/30,S014,P00374,1,1041.27,1,In-Store,EFT,C002268
T00047268,02/13/2025,S011,P00142,1,709.91,0,In-Store,Card,C000369
T00047269,2025/07/04,S022,P00151,3,1166.7,0,Online,Card,C003317
T00047270,2025/03/04,S001,P00370,4,1745.25,0,Online,Card,C006873
T00047271,03/15/2025,S008,P00243,2,1970.63,0,In-Store,Card,
T00047272,2025/04/18,S018,P00381,1,58.95,0,In-Store,Card,C005342
T00047273,2025-02-18,S001,P00333,2,15.6,0,Click&Collect,EFT,C000345
T00047274,2025/03/28,S015,P00051,4,224.29,0,In-Store,Cash,C002825
T00047275,2025-05-27,S017,P00081,2,153.74,0,In-Store,EFT,C008212
T00047276,2025/05/16,S001,P00208,4,1092.85,0,In-Store,Wallet,C008847
T00047277,2025/01/19,S015,P00079,2,1266.69,0,In-Store,Cash,C009483
T00047278,10/12/2025,S024,P00218,2,713.23,0,In-Store,Card,
T00047279,15-07-2025,S013,P00371,3,1410.0,0,In-Store,Cash,C010643
T00047280,06/27/2025,S005,P00230,1,608.64,0,In-Store,Card,C009778
T00047281,2025/08/06,S020,P00335,1,516.4,0,In-Store,Card,C011162
T00047282,01/11/2025,S002,P00023,1,1329.75,0,In-Store,Card,C005063
T00047283,07/13/2025,S022,P00175,3,1936.28,0,In-Store,Card,
T00047284,2025-04-21,S024,P00119,3,145.57,0,In-Store,Card,
T00047285,25-08-2025,S004,P00367,3,11.83,0,In-Store,Card,
T00047286,28-05-2025,S007,P00318,3,935.83,0,In-Store,Card,C002120
T00047287,2025-12-23,S021,P00226,1,511.27,0,In-Store,Card,C005854
T00047288,2025-03-21,S019,P00390,3,449.21,0,In-Store,Wallet,C007229
T00047289,2025/08/04,S014,P00088,3,1994.47,0,In-Store,Card,C000468
T00047290,2025/04/12,S017,P00093,1,38.59,0,In-Store,Cash,
T00047291,10/17/2025,S022,P00142,1,678.69,0,In-Store,Card,C004715
T00047292,2025/08/21,S018,P00378,4,289.12,0,In-Store,Card,C007724
T00047293,24-06-2025,S015,P00326,2,748.14,0,Click&Collect,Card,C004384
T00047294,05-07-2025,S010,P00047,1,773.52,1,Online,EFT,C010638
T00047295,07/27/2025,S023,P00220,2,265.52,0,In-Store,Card,C007426
T00047296,2025/03/27,S015,P00233,1,49.65,0,Click&Collect,Card,C000381
T00047297,10/20/2025,S021,P00011,3,1383.77,0,In-Store,Cash,C001797
T00047298,2025/07/04,S022,P00110,3,739.18,0,Online,Card,C000520
T00047299,06/30/2025,S009,P00205,2,12.8,0,In-Store,Card,C010774
T00047300,03/10/2025,S019,P00168,4,1271.08,0,In-Store,Card,C003149
T00047301,2025-03-27,S017,P00006,2,187.08,0,Online,Cash,C002311
T00047302,21-04-2025,S006,P00286,3,31.32,0,In-Store,Cash,
T00047303,24-09-2025,S015,P00067,2,561.47,1,Click&Collect,Card,
T00047304,2025/12/16,S024,P00276,2,859.11,0,Online,Card,C008449
T00047305,08-03-2025,S014,P00262,4,700.28,0,Click&Collect,Card,C011014
T00047306,2025/01/23,S018,P00181,2,306.84,0,In-Store,Cash,C001387
T00047307,2025-06-21,S003,P00250,2,375.14,0,In-Store,Card,C008189
T00047308,2025/11/15,S010,P00109,3,43.53,0,In-Store,Card,C003729
T00047309,04-11-2025,S001,P00217,2,62.75,0,In-Store,Card,C005244
T00047310,17-04-2025,S010,P00387,4,419.37,0,Online,Card,C000054
T00047311,09/19/2025,S009,P00249,4,229.6,0,In-Store,Card,C011705
T00047312,2025-02-19,S005,P00025,1,258.54,0,In-Store,Card,C009948
T00047313,21-07-2025,S013,P00166,3,590.0,0,In-Store,EFT,C007581
T00047314,10/26/2025,S013,P00244,4,1711.68,0,Click&Collect,Card,C011229
T00047315,2025-05-12,S014,P00003,1,1485.41,0,In-Store,Card,C003030
T00047316,2025/07/05,S010,P00232,4,1869.4,0,In-Store,Card,C002793
T00047317,2025/04/04,S013,P00264,4,163.73,0,Online,Card,C002774
T00047318,2025-08-18,S015,P00186,4,391.42,0,In-Store,Cash,
T00047319,2025/03/29,S004,P00289,3,95.08,0,In-Store,Wallet,
T00047320,2025-01-26,S013,P00386,3,1431.98,0,In-Store,Cash,C006746
T00047321,2025/06/29,S021,P00225,3,1238.97,0,In-Store,Card,
T00047322,2025/01/07,S018,P00367,4,12.53,0,In-Store,Card,C006227
T00047323,2025/10/11,S018,P00243,3,1844.71,0,In-Store,Card,C007557
T00047324,2025-03-06,S008,P00321,4,61.33,0,In-Store,Cash,C003601
T00047325,2025/09/13,S022,P00075,3,777.43,0,In-Store,Card,C002019
T00047326,01/05/2025,S013,P00377,4,1816.21,0,Click&Collect,Cash,C006685
T00047327,20-11-2025,S023,P00102,2,99.42,0,In-Store,Cash,C004774
T00047328,04/10/2025,S004,P00010,1,1647.43,0,In-Store,Card,C010747
T00047329,2025-09-06,S021,P00217,1,57.59,0,Online,Card,C000441
T00047330,10-06-2025,S008,P00393,3,43.94,0,Online,Card,C008104
T00047331,12/30/2025,S017,P00116,2,216.51,0,In-Store,Card,C011291
T00047332,2025-07-30,S001,P00025,4,291.02,0,Online,Card,C009052
T00047333,04/04/2025,S012,P00090,1,1564.4,0,Online,Wallet,C007405
T00047334,2025/04/17,S020,P00231,2,441.74,0,In-Store,Card,C002823
T00047335,2025-10-27,S016,P00313,4,354.49,1,In-Store,Card,C001935
T00047336,2025/08/03,S008,P00395,1,2006.09,0,In-Store,Cash,C000950
T00047337,2025/09/28,S007,P00247,4,2227.75,1,In-Store,EFT,C006070
T00047338,2025-02-26,S006,P00284,3,432.78,0,In-Store,Card,C009497
T00047339,02/05/2025,S024,P00041,4,1115.18,0,In-Store,Card,C010447
T00047340,2025/12/22,S008,P00324,1,65.98,0,In-Store,Card,C006437
T00047341,2025/09/02,S016,P00336,4,126.07,0,Online,Card,
T00047342,25-12-2025,S001,P00071,1,319.8,0,In-Store,Card,C005686
T00047343,2025-08-16,S015,P00214,1,35.3,1,Online,EFT,C009169
T00047344,2025/05/27,S017,P00332,2,346.75,0,In-Store,Card,C008554
T00047345,2025/06/15,S015,P00301,2,658.31,0,In-Store,Card,C002366
T00047346,2025-03-11,S021,P00177,2,1645.35,0,In-Store,Cash,C004800
T00047347,04/17/2025,S018,P00220,2,194.12,1,In-Store,Cash,C011533
T00047348,2025/04/22,S006,P00139,3,1119.2,0,In-Store,Card,
T00047349,25-04-2025,S018,P00190,3,181.87,0,Click&Collect,Card,
T00047350,08-02-2025,S006,P00122,2,22.58,0,Online,Card,C000271
T00047351,2025/09/28,S002,P00285,3,1134.73,1,In-Store,Cash,C000975
T00047352,28-05-2025,S024,P00307,4,366.66,0,In-Store,Card,C007585
T00047353,02/01/2025,S011,P00190,2,160.77,0,In-Store,Cash,C011367
T00047354,2025/08/25,S011,P00069,2,771.76,0,In-Store,Cash,C002143
T00047355,16-09-2025,S025,P00257,3,214.41,1,In-Store,Card,C001100
T00047356,08/29/2025,S016,P00063,4,263.82,1,Click&Collect,EFT,C000596
T00047357,09/27/2025,S019,P00228,3,76.04,0,In-Store,Card,C001182
T00047358,26-04-2025,S022,P00071,4,317.12,1,In-Store,Card,C006492
T00047359,06/20/2025,S005,P00287,1,65.1,1,In-Store,Card,C007018
T00047360,01/13/2025,S004,P00195,1,855.15,0,In-Store,Card,C000607
T00047361,18-02-2025,S011,P00314,4,59.42,0,Click&Collect,EFT,C011653
T00047362,01/18/2025,S002,P00277,2,1407.05,1,In-Store,Card,
T00047363,10/18/2025,S012,P00283,2,587.25,0,In-Store,Card,C007752
T00047364,2025-01-02,S014,P00128,1,98.51,0,In-Store,Card,C008549
T00047365,2025/01/17,S025,P00369,4,1527.11,1,In-Store,Cash,C011878
T00047366,08/05/2025,S005,P00213,3,351.13,0,In-Store,Cash,C003902
T00047367,2025/03/11,S024,P00376,2,236.51,0,In-Store,Card,C000999
T00047368,2025-02-01,S007,P00275,1,572.34,0,In-Store,Card,C002401
T00047369,11/14/2025,S002,P00044,2,384.04,0,In-Store,Card,C011870
T00047370,12/30/2025,S022,P00113,3,1952.94,0,In-Store,Card,
T00047371,2025-09-02,S007,P00245,4,87.99,0,In-Store,Cash,C010705
T00047372,2025/05/30,S008,P00016,3,311.03,1,In-Store,EFT,C001006
T00047373,2025/09/12,S002,P00233,2,47.22,0,In-Store,Card,C004805
T00047374,2025/08/16,S014,P00338,3,273.61,0,In-Store,Cash,C011782
T00047375,2025/06/19,S005,P00019,1,15.55,0,Click&Collect,Card,C004810
T00047376,2025/09/19,S016,P00020,3,911.14,0,In-Store,Cash,C007369
T00047377,22-09-2025,S012,P00154,4,844.84,1,Online,Card,C011394
T00047378,01-04-2025,S007,P00378,2,229.14,1,Online,EFT,C005065
T00047379,2025/03/05,S016,P00107,3,1094.7,0,Online,EFT,C010189
T00047380,2025-07-07,S004,P00122,4,28.2,0,In-Store,Card,C005753
T00047381,2025-06-06,S021,P00168,2,1108.62,0,Online,Card,C009582
T00047382,2025/03/05,S018,P00087,1,641.07,0,In-Store,Cash,C004197
T00047383,23-08-2025,S003,P00309,3,355.81,1,In-Store,Card,C005265
T00047384,2025/04/13,S025,P00251,3,343.04,0,In-Store,Card,C007171
T00047385,20-09-2025,S008,P00116,3,193.26,1,In-Store,Card,C008963
T00047386,2025/02/16,S025,P00223,3,1008.51,0,Online,Card,C011026
T00047387,26-02-2025,S016,P00370,3,1714.79,0,In-Store,Cash,
T00047388,2025/04/27,S024,P00379,1,72.36,0,In-Store,Cash,C002547
T00047389,2025/01/16,S012,P00352,4,193.42,0,In-Store,Card,C000582
T00047390,2025-01-18,S020,P00188,3,805.72,0,In-Store,Card,C003741
T00047391,2025-02-01,S008,P00254,2,1192.32,0,In-Store,Card,C008002
T00047392,08/09/2025,S018,P00084,1,59.76,0,In-Store,Card,C009805
T00047393,2025-12-31,S005,P00395,2,2070.82,0,In-Store,Cash,C000540
T00047394,11/17/2025,S004,P00277,4,930.71,1,Online,Cash,C005456
T00047395,02/04/2025,S018,P00006,1,212.73,0,Click&Collect,Card,C006020
T00047396,2025/05/03,S001,P00379,1,71.54,0,In-Store,Card,C003322
T00047397,22-04-2025,S006,P00141,4,59.25,0,In-Store,Card,C008778
T00047398,23-01-2025,S013,P00100,4,383.66,1,In-Store,EFT,C010765
T00047399,06/04/2025,S018,P00100,2,404.12,1,In-Store,Card,C010379
T00047400,09/06/2025,S015,P00066,1,1164.41,0,In-Store,Card,C000149
T00047401,2025-09-03,S023,P00057,2,808.94,0,In-Store,Cash,
T00047402,2025-01-04,S019,P00146,2,631.37,0,In-Store,Card,C001236
T00047403,2025-01-10,S006,P00308,3,453.39,1,In-Store,Wallet,C002227
T00047404,2025-01-13,S018,P00225,3,1128.89,0,In-Store,Cash,C011941
T00047405,2025/11/24,S019,P00205,3,12.27,0,In-Store,EFT,C007324
T00047406,10-07-2025,S022,P00189,3,167.82,0,In-Store,Cash,C004369
T00047407,2025-09-18,S021,P00370,1,1781.48,0,In-Store,Cash,C005922
T00047408,2025-07-30,S016,P00327,1,1015.08,0,In-Store,Card,C010201
T00047409,25-05-2025,S016,P00159,4,659.26,0,In-Store,Card,C005363
T00047410,2025-08-24,S012,P00371,3,1256.29,1,In-Store,Card,C003465
T00047411,11/02/2025,S009,P00384,2,1516.03,0,Click&Collect,Card,C006061
T00047412,2025-08-22,S024,P00358,1,47.18,0,In-Store,Card,
T00047413,04-12-2025,S006,P00256,4,74.83,0,In-Store,Card,
T00047414,04/30/2025,S022,P00175,4,2000.58,0,In-Store,Card,C010816
T00047415,2025/04/14,S020,P00148,2,933.47,1,In-Store,Card,C005632
T00047416,12-01-2025,S016,P00286,4,31.1,0,Online,Card,C007309
T00047417,2025-07-30,S009,P00260,2,82.47,0,In-Store,Cash,C009379
T00047418,2025/12/29,S018,P00014,1,340.39,0,In-Store,Card,C008392
T00047419,01/16/2025,S021,P00356,4,1114.93,0,In-Store,Card,C000965
T00047420,01/14/2025,S015,P00068,2,1588.61,0,In-Store,Card,C006657
T00047421,2025-09-22,S022,P00023,2,1026.07,0,In-Store,Cash,C001606
T00047422,04/26/2025,S013,P00301,3,774.53,0,In-Store,Card,C004243
T00047423,02/15/2025,S022,P00175,4,1792.48,0,In-Store,Card,C010180
T00047424,2025/11/26,S011,P00313,1,403.62,0,In-Store,Card,
T00047425,24-05-2025,S021,P00022,4,145.84,0,Online,Card,C000526
T00047426,2025/03/31,S002,P00380,4,2283.21,0,In-Store,EFT,C006729
T00047427,2025/10/03,S023,P00250,2,344.16,0,In-Store,Card,C001493
T00047428,05-03-2025,S017,P00027,4,496.2,0,Online,Card,C005973
T00047429,2025/09/26,S024,P00006,4,192.41,0,In-Store,Card,C002852
T00047430,06/01/2025,S024,P00172,2,1107.74,0,Online,Card,C003029
T00047431,07/06/2025,S013,P00206,3,23.89,0,In-Store,Card,C007246
T00047432,2025-01-09,S017,P00075,4,899.19,0,In-Store,Card,C005125
T00047433,2025/12/08,S008,P00079,1,1395.55,1,In-Store,Card,C009583
T00047434,16-09-2025,S025,P00011,2,1543.54,0,Click&Collect,Cash,
T00047435,07/30/2025,S005,P00079,3,1524.52,0,In-Store,Cash,C006458
T00047436,21-01-2025,S005,P00140,3,495.83,1,Online,Wallet,C008976
T00047437,16-12-2025,S010,P00297,3,42.1,0,In-Store,Card,C009088
T00047438,01/21/2025,S011,P00269,4,1696.6,0,In-Store,Card,
T00047439,04-11-2025,S007,P00069,1,753.5,0,In-Store,Card,
T00047440,11/10/2025,S025,P00124,1,1237.75,0,In-Store,Card,C009590
T00047441,2025-08-16,S022,P00024,4,42.21,0,In-Store,Cash,C000664
T00047442,2025-03-11,S006,P00375,4,516.36,0,In-Store,Card,C004319
T00047443,08/27/2025,S022,P00155,2,980.41,1,In-Store,Card,C001345
T00047444,2025-07-19,S008,P00304,2,83.36,0,In-Store,Card,C007316
T00047445,09/17/2025,S012,P00180,4,304.35,1,In-Store,Card,C001481
T00047446,2025-12-31,S025,P00106,3,202.29,0,In-Store,Card,C010247
T00047447,2025/06/03,S021,P00141,2,54.0,0,In-Store,Card,C007376
T00047448,02-06-2025,S009,P00382,1,6.15,1,In-Store,Card,C008523
T00047449,2025/03/17,S017,P00207,1,293.93,1,In-Store,Cash,C007397
T00047450,11/07/2025,S021,P00283,1,625.8,1,In-Store,Card,
T00047451,11/01/2025,S015,P00146,3,735.53,1,In-Store,Card,
T00047452,10/25/2025,S007,P00049,4,325.04,0,Click&Collect,Card,C010303
T00047453,2025-01-11,S021,P00119,4,162.46,0,In-Store,Cash,C010364
T00047454,07/28/2025,S009,P00266,1,78.9,0,In-Store,Cash,
T00047455,08-05-2025,S021,P00203,3,14.49,0,In-Store,Card,C005250
T00047456,2025/07/11,S014,P00304,1,75.15,0,Online,Card,C004296
T00047457,07-04-2025,S020,P00013,1,155.13,0,In-Store,Card,C002250
T00047458,2025/10/11,S021,P00133,2,422.22,0,In-Store,Card,C011317
T00047459,13-05-2025,S014,P00009,4,491.42,1,In-Store,Card,C007218
T00047460,22-05-2025,S009,P00081,3,143.48,0,In-Store,Card,C006393
T00047461,28-07-2025,S009,P00350,-3,136.92,0,In-Store,Cash,C006192
T00047462,01/14/2025,S001,P00123,2,41.89,0,Online,EFT,C001455
T00047463,03-08-2025,S011,P00266,1,75.86,0,In-Store,Card,C005622
T00047464,02-01-2025,S006,P00009,2,590.51,0,Click&Collect,EFT,C002688
T00047465,15-08-2025,S018,P00138,4,101.21,0,In-Store,Card,C004074
T00047466,05/03/2025,S017,P00131,2,132.51,0,In-Store,Wallet,C004889
T00047467,2025-07-28,S023,P00141,1,56.85,0,In-Store,Cash,C000644
T00047468,2025-05-14,S005,P00260,3,74.06,0,In-Store,Card,
T00047469,2025-03-14,S019,P00143,3,73.93,0,In-Store,Card,C006454
T00047470,2025-05-28,S006,P00008,1,78.2,0,Online,Card,C011625
T00047471,2025/12/30,S020,P00347,2,953.38,0,Online,Card,C002625
T00047472,2025-12-03,S021,P00264,4,162.97,0,In-Store,Card,
T00047473,2025-10-08,S008,P00389,3,79.5,1,In-Store,Card,C003604
T00047474,09-04-2025,S025,P00307,1,331.53,0,In-Store,Card,
T00047475,2025/04/17,S011,P00121,2,695.99,0,In-Store,Card,C009657
T00047476,02/09/2025,S016,P00347,3,741.14,1,In-Store,Card,C007064
T00047477,2025-01-28,S019,P00280,2,93.91,0,In-Store,Card,
T00047478,04/15/2025,S016,P00117,2,652.49,0,Click&Collect,Card,
T00047479,12-04-2025,S022,P00100,3,432.98,0,In-Store,Card,
T00047480,11/04/2025,S002,P00012,4,425.91,1,Online,Card,C007029
T00047481,2025/06/15,S013,P00295,1,181.75,1,In-Store,Cash,
T00047482,2025-10-17,S020,P00045,1,881.51,0,In-Store,Card,C007972
T00047483,23-08-2025,S001,P00381,4,59.12,0,In-Store,Card,C005003
T00047484,04/11/2025,S012,P00104,3,496.5,0,In-Store,Card,C006013
T00047485,02-04-2025,S023,P00015,2,0.0,0,In-Store,Card,C000771
T00047486,2025/03/30,S009,P00352,2,178.4,0,In-Store,Cash,C008522
T00047487,04/20/2025,S003,P00026,2,101.46,1,In-Store,Cash,C003546
T00047488,03/20/2025,S010,P00150,2,71.75,0,Click&Collect,Card,C007158
T00047489,13-02-2025,S014,P00319,2,1580.97,0,Click&Collect,Card,C004835
T00047490,12/27/2025,S003,P00154,2,859.73,0,In-Store,Card,C010701
T00047491,2025-12-29,S012,P00182,4,1823.86,0,Click&Collect,Card,C000394
T00047492,2025/04/20,S017,P00289,2,113.6,0,Click&Collect,Card,C002493
T00047493,07/11/2025,S025,P00223,4,808.05,1,Online,EFT,C011662
T00047494,2025-07-21,S017,P00084,4,63.98,0,In-Store,EFT,C000236
T00047495,2025-05-27,S004,P00156,4,1097.86,0,In-Store,Cash,C004964
T00047496,05-07-2025,S024,P00147,4,162.71,0,In-Store,Card,C005107
T00047497,2025/01/12,S017,P00022,2,123.31,0,Click&Collect,Card,C005751
T00047498,2025/08/28,S022,P00333,1,14.54,0,In-Store,Card,C006862
T00047499,01/13/2025,S008,P00162,4,1230.99,0,In-Store,Card,
T00047500,22-07-2025,S001,P00126,3,373.11,0,In-Store,Card,C009857
T00047501,2025/12/21,S011,P00060,3,116.81,0,In-Store,Card,
T00047502,2025/12/17,S009,P00187,3,1725.09,1,Online,Card,C011281
T00047503,01/25/2025,S011,P00130,4,109.23,0,In-Store,Cash,C000661
T00047504,2025/02/05,S024,P00075,4,507.02,1,In-Store,Card,C010336
T00047505,2025-08-05,S009,P00069,1,759.56,0,In-Store,Card,C001048
T00047506,03/01/2025,S007,P00374,3,1173.65,0,In-Store,EFT,C008496
T00047507,04/03/2025,S023,P00343,4,1149.64,0,Online,Cash,C010727
T00047508,2025/02/14,S023,P00255,3,118.44,0,In-Store,EFT,
T00047509,27-07-2025,S019,P00101,1,1367.49,0,In-Store,Card,
T00047510,23-02-2025,S004,P00037,4,579.35,0,In-Store,Card,C011484
T00047511,08/21/2025,S023,P00234,2,17.28,0,In-Store,Card,C004582
T00047512,01/09/2025,S002,P00036,4,112.2,0,In-Store,Card,
T00047513,30-09-2025,S021,P00395,1,2079.57,1,In-Store,Card,C002100
