txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id,gender,age,cust_region,cust_city,revenue
T00043451,2025-07-14,S024,P00260,2,76.74,1,In-Store,Card,C006205,F,43.0,Eastern Cape,East London,153.48
T00043456,2025-05-21,S010,P00278,3,119.46,0,In-Store,Card,C010338,M,54.0,Western Cape,Cape Town,358.38
T00043461,2025-07-18,S009,P00201,3,506.53,0,Online,Card,C011077,M,33.0,Gauteng,Soweto,1519.59
T00043462,2025-01-14,S004,P00349,1,131.71,1,Online,Card,,,,,,131.71
T00043466,2025-07-27,S013,P00365,4,39.3,0,Click&Collect,Cash,C002034,F,40.0,Mpumalanga,Nelspruit,157.2
T00043471,2025-10-28,S003,P00019,1,18.75,0,In-Store,Card,,,,,,18.75
T00043472,2025-02-14,S012,P00058,3,738.58,0,Online,Card,C007981,M,41.0,Western Cape,Paarl,2215.74
T00043475,2025-07-03,S016,P00165,3,8.12,1,In-Store,Cash,C002097,M,54.0,KwaZulu-Natal,Pietermaritzburg,24.36
T00043478,2025-03-19,S025,P00173,4,1754.52,0,In-Store,Cash,,,,,,7018.08
T00043479,2025-12-05,S003,P00015,1,847.47,0,In-Store,Cash,C010743,F,41.0,North West,Rustenburg,847.47
T00043482,2025-04-05,S002,P00258,2,1864.77,0,In-Store,Cash,C000837,M,23.0,Mpumalanga,Nelspruit,3729.54
T00043486,2025-02-11,S025,P00218,2,782.74,0,In-Store,Cash,C007996,M,30.0,Eastern Cape,East London,1565.48
T00043488,2025-03-07,S014,P00014,4,371.86,0,In-Store,EFT,C002173,F,41.0,Northern Cape,Kimberley,1487.44
T00043492,2025-07-28,S018,P00091,1,2082.41,0,In-Store,Card,C007874,F,16.0,Western Cape,Stellenbosch,2082.41
T00043493,2025-04-28,S012,P00117,4,629.94,0,In-Store,Card,C011964,F,39.0,Limpopo,Polokwane,2519.76
T00043496,2025-03-28,S006,P00041,1,1175.99,0,Click&Collect,Card,C003593,M,30.0,North West,Rustenburg,1175.99
T00043508,2025-05-18,S024,P00215,2,96.29,0,In-Store,Cash,C005239,F,25.0,Gauteng,Soweto,192.58
T00043516,2025-03-01,S012,P00242,4,514.97,0,In-Store,Card,C009710,M,34.0,Limpopo,Polokwane,2059.88
T00043519,2025-12-07,S005,P00098,2,2153.24,1,In-Store,Card,C010224,F,36.0,North West,Rustenburg,4306.48
T00043522,2025-08-22,S007,P00251,4,362.17,0,In-Store,Cash,C009328,M,44.0,Gauteng,Midrand,1448.68
T00043524,2025-03-21,S005,P00241,3,386.53,1,Click&Collect,EFT,C001508,F,16.0,Northern Cape,Kimberley,1159.59
T00043528,2025-07-31,S010,P00090,2,1581.85,0,Click&Collect,Card,C002580,F,16.0,KwaZulu-Natal,Durban,3163.7
T00043531,2025-06-05,S017,P00212,4,543.81,1,In-Store,Card,,,,,,2175.24
T00043536,2025-10-08,S009,P00189,2,129.15,0,In-Store,Card,,,,,,258.3
T00043537,2025-05-08,S023,P00157,3,37.15,0,Online,Card,C006392,F,37.0,Eastern Cape,East London,111.45
T00043547,2025-10-11,S015,P00292,3,688.74,0,In-Store,Card,C007673,F,38.0,Limpopo,Polokwane,2066.22
T00043551,2025-12-19,S023,P00369,3,1416.39,0,Click&Collect,Cash,C011653,F,42.0,Mpumalanga,Nelspruit,4249.17
T00043554,2025-09-14,S021,P00225,3,1091.43,1,Online,Card,C010725,M,26.0,Limpopo,Polokwane,3274.29
T00043557,2025-04-01,S007,P00372,3,886.64,0,Online,Cash,C007275,M,34.0,Free State,Bloemfontein,2659.92
T00043560,2025-05-17,S016,P00357,1,387.95,0,In-Store,Cash,C002627,M,46.0,Free State,Bloemfontein,387.95
T00043565,2025-02-23,S016,P00186,3,418.33,0,In-Store,Card,C006096,F,44.0,Mpumalanga,Nelspruit,1254.99
T00043579,2025-03-20,S015,P00194,3,83.89,1,Online,Card,C007857,M,56.0,Eastern Cape,East London,251.67
T00043584,2025-03-18,S012,P00116,2,251.44,0,Online,Card,C010494,M,32.0,KwaZulu-Natal,Pietermaritzburg,502.88
T00043588,2025-01-22,S019,P00049,1,275.98,1,Online,Card,C001053,F,26.0,Limpopo,Polokwane,275.98
T00043592,2025-06-16,S019,P00031,2,1089.74,0,In-Store,Card,C002628,M,20.0,Western Cape,Cape Town,2179.48
T00043596,2025-06-23,S014,P00035,3,325.61,1,In-Store,Card,C010222,F,47.0,Limpopo,Polokwane,976.83
T00043598,2025-07-31,S006,P00241,2,514.39,0,Online,Cash,,,,,,1028.78
T00043600,2025-09-15,S007,P00253,1,35.81,0,In-Store,EFT,C004090,F,39.0,Free State,Bloemfontein,35.81
T00043617,2025-11-05,S007,P00345,1,5.74,0,In-Store,Card,C008513,M,37.0,Northern Cape,Kimberley,5.74
T00043620,2025-03-02,S022,P00047,3,939.63,0,In-Store,Card,,,,,,2818.89
T00043631,2025-06-12,S006,P00296,1,10.23,0,In-Store,Card,C000880,F,24.0,Mpumalanga,Nelspruit,10.23
T00043632,2025-03-15,S005,P00162,2,1169.32,1,In-Store,Cash,C003104,F,27.0,Limpopo,Polokwane,2338.64
T00043636,2025-09-20,S024,P00220,1,275.29,0,In-Store,Cash,C004720,F,41.0,Western Cape,Cape Town,275.29
T00043647,2025-06-05,S005,P00102,1,109.47,0,Online,Card,C006901,M,29.0,Mpumalanga,Nelspruit,109.47
T00043651,2025-11-28,S013,P00134,3,346.16,0,Online,Card,C002204,F,32.0,Mpumalanga,Nelspruit,1038.48
T00043653,2025-08-02,S020,P00167,3,626.3,0,Click&Collect,Card,C001715,M,36.0,KwaZulu-Natal,Pietermaritzburg,1878.9
T00043669,2025-01-24,S023,P00086,1,27.79,0,In-Store,Card,C006455,M,32.0,KwaZulu-Natal,Durban,27.79
T00043678,2025-11-19,S004,P00138,3,118.47,0,Online,Card,C001624,M,32.0,Western Cape,Cape Town,355.41
T00043679,2025-12-21,S019,P00069,4,554.86,1,In-Store,Cash,C003721,F,45.0,Limpopo,Polokwane,2219.44
T00043680,2025-07-05,S018,P00050,3,661.68,0,Online,EFT,,,,,,1985.04
T00043682,2025-01-21,S022,P00263,1,784.23,0,In-Store,Card,C010142,M,30.0,Mpumalanga,Nelspruit,784.23
T00043701,2025-12-10,S015,P00134,2,344.63,0,In-Store,Card,,,,,,689.26
T00043710,2025-10-16,S004,P00221,2,1157.19,0,In-Store,Card,,,,,,2314.38
T00043718,2025-03-29,S015,P00299,2,66.13,0,Click&Collect,Card,C008593,M,36.0,KwaZulu-Natal,Durban,132.26
T00043722,2025-08-09,S025,P00235,3,324.54,0,In-Store,Cash,C001133,M,28.0,Free State,Bloemfontein,973.62
T00043728,2025-08-27,S012,P00139,3,958.41,0,In-Store,Wallet,,,,,,2875.23
T00043729,2025-09-25,S024,P00241,1,567.66,0,In-Store,Card,C004497,M,41.0,Western Cape,Stellenbosch,567.66
T00043731,2025-08-07,S002,P00240,1,76.41,0,In-Store,Card,,,,,,76.41
T00043733,2025-11-14,S019,P00395,4,1576.72,1,In-Store,Card,C011325,M,50.0,Western Cape,Cape Town,6306.88
T00043735,2025-04-20,S025,P00199,2,1401.26,0,In-Store,EFT,C007706,F,35.0,Eastern Cape,Gqeberha,2802.52
T00043738,2025-02-12,S001,P00180,2,351.58,0,In-Store,Card,C001112,F,23.0,KwaZulu-Natal,Durban,703.16
T00043741,2025-10-22,S021,P00125,4,35.27,1,In-Store,Card,C000721,F,37.0,Northern Cape,Kimberley,141.08
T00043746,2025-03-17,S011,P00220,2,243.0,0,In-Store,Card,C007134,M,28.0,North West,Rustenburg,486.0
T00043753,2025-01-13,S006,P00233,1,43.35,0,In-Store,Card,C009324,F,42.0,Eastern Cape,East London,43.35
T00043754,2025-06-05,S020,P00358,4,47.48,1,In-Store,Card,,,,,,189.92
T00043762,2025-08-04,S002,P00007,2,143.45,0,Online,Cash,C010936,F,34.0,KwaZulu-Natal,Pietermaritzburg,286.9
T00043766,2025-12-13,S014,P00001,4,442.51,0,Online,EFT,C011686,M,38.0,Western Cape,Stellenbosch,1770.04
T00043767,2025-03-04,S019,P00115,2,365.63,0,In-Store,Card,C000773,M,42.0,Limpopo,Polokwane,731.26
T00043773,2025-07-10,S010,P00304,1,90.01,0,In-Store,Card,,,,,,90.01
T00043774,2025-06-14,S014,P00381,3,64.64,0,In-Store,EFT,C001733,M,18.0,Northern Cape,Kimberley,193.92
T00043776,2025-05-26,S012,P00117,4,624.49,0,In-Store,Cash,C011953,M,38.0,Eastern Cape,East London,2497.96
T00043780,2025-06-23,S024,P00310,1,1104.93,0,In-Store,Card,C000430,X,16.0,Limpopo,Polokwane,1104.93
T00043783,2025-04-08,S007,P00325,4,140.45,0,In-Store,Card,C003691,F,27.0,KwaZulu-Natal,Durban,561.8
T00043784,2025-06-13,S007,P00151,3,992.19,0,In-Store,Card,C008386,M,16.0,KwaZulu-Natal,Pietermaritzburg,2976.57
T00043786,2025-01-15,S016,P00203,3,13.03,1,Online,Cash,C005611,M,22.0,Eastern Cape,East London,39.09
T00043789,2025-02-05,S016,P00074,2,1181.54,1,In-Store,Cash,C008827,F,46.0,Free State,Bloemfontein,2363.08
T00043792,2025-04-06,S020,P00383,3,816.75,0,In-Store,Card,C011652,M,16.0,North West,Rustenburg,2450.25
T00043793,2025-07-19,S010,P00173,3,1390.31,1,Click&Collect,Card,C008266,M,22.0,Free State,Bloemfontein,4170.93
T00043797,2025-01-03,S007,P00153,4,292.63,0,In-Store,Card,C000422,F,20.0,Western Cape,Paarl,1170.52
T00043802,2025-03-14,S025,P00233,1,47.48,0,In-Store,Card,,,,,,47.48
T00043803,2025-09-06,S003,P00011,3,1175.76,0,In-Store,Cash,C011269,M,29.0,Mpumalanga,Nelspruit,3527.28
T00043820,2025-01-28,S014,P00163,2,427.56,0,In-Store,EFT,C009591,F,43.0,Limpopo,Polokwane,855.12
T00043830,2025-07-29,S011,P00139,1,1128.05,0,Online,Card,C005339,F,26.0,KwaZulu-Natal,Durban,1128.05
T00043831,2025-06-14,S024,P00006,4,213.34,0,Click&Collect,Card,C003840,F,45.0,Eastern Cape,Gqeberha,853.36
T00043835,2025-09-24,S020,P00157,1,38.87,0,In-Store,Card,C000161,M,26.0,KwaZulu-Natal,Durban,38.87
T00043837,2025-09-24,S013,P00387,1,433.4,0,In-Store,Cash,C009776,F,26.0,Western Cape,Stellenbosch,433.4
T00043839,2025-06-29,S011,P00013,3,146.19,0,In-Store,Card,C003361,F,22.0,Mpumalanga,Nelspruit,438.57
T00043842,2025-12-23,S007,P00343,1,1359.8,0,In-Store,Card,,,,,,1359.8
T00043843,2025-10-09,S009,P00329,1,207.48,0,In-Store,Card,C004362,M,45.0,KwaZulu-Natal,Durban,207.48
T00043844,2025-12-29,S018,P00243,4,1924.77,0,Click&Collect,Card,C008610,F,16.0,Northern Cape,Kimberley,7699.08
T00043846,2025-09-18,S019,P00139,2,1035.71,0,In-Store,Card,C010331,F,49.0,Mpumalanga,Nelspruit,2071.42
T00043848,2025-03-06,S023,P00031,3,1240.85,0,Online,Cash,C004150,M,38.0,Mpumalanga,Nelspruit,3722.55
T00043856,2025-06-19,S002,P00164,1,330.43,0,In-Store,Card,C000107,M,30.0,KwaZulu-Natal,Pietermaritzburg,330.43
T00043876,2025-10-11,S017,P00376,1,274.27,0,In-Store,Card,,,,,,274.27
T00043885,2025-11-24,S002,P00144,2,1225.66,0,In-Store,Card,C006936,F,41.0,Eastern Cape,East London,2451.32
T00043906,2025-02-13,S020,P00317,4,931.57,0,In-Store,Card,C001640,F,39.0,Northern Cape,Kimberley,3726.28
T00043907,2025-08-18,S006,P00117,3,645.86,0,In-Store,Card,C011413,M,22.0,Free State,Bloemfontein,1937.58
T00043910,2025-07-19,S011,P00057,4,788.28,0,In-Store,Card,,,,,,3153.12
T00043911,2025-04-28,S024,P00110,1,612.82,0,In-Store,Cash,C004470,F,45.0,North West,Rustenburg,612.82
T00043916,2025-06-23,S011,P00228,4,61.47,0,In-Store,EFT,C002009,F,39.0,Western Cape,Paarl,245.88
T00043922,2025-01-12,S010,P00049,4,329.8,0,In-Store,Card,C000191,M,34.0,Western Cape,Cape Town,1319.2
T00043923,2025-06-13,S005,P00199,4,1509.86,0,In-Store,Cash,C006899,M,55.0,Mpumalanga,Nelspruit,6039.44
T00043924,2025-02-02,S024,P00211,2,360.31,0,In-Store,Cash,C010594,F,37.0,Northern Cape,Kimberley,720.62
T00043928,2025-06-19,S002,P00272,4,327.58,1,In-Store,EFT,C004773,M,34.0,Northern Cape,Kimberley,1310.32
T00043929,2025-12-17,S020,P00196,3,221.3,0,In-Store,Card,C010742,X,56.0,Eastern Cape,East London,663.9
T00043931,2025-03-06,S004,P00295,2,180.24,0,In-Store,Cash,C011795,M,37.0,North West,Rustenburg,360.48
T00043937,2025-01-22,S002,P00053,2,1172.77,0,In-Store,Card,C007811,F,16.0,Limpopo,Polokwane,2345.54
T00043938,2025-08-12,S006,P00100,1,376.04,1,In-Store,Cash,,,,,,376.04
T00043946,2025-07-19,S005,P00239,4,495.22,0,In-Store,Cash,C005188,M,23.0,Mpumalanga,Nelspruit,1980.88
T00043949,2025-10-28,S005,P00221,2,1072.09,0,In-Store,Card,C010085,M,23.0,Northern Cape,Kimberley,2144.18
T00043954,2025-09-12,S021,P00183,4,489.55,0,In-Store,Card,C010955,M,33.0,Limpopo,Polokwane,1958.2
T00043956,2025-02-20,S007,P00240,2,92.43,0,In-Store,Card,C007391,F,23.0,Free State,Bloemfontein,184.86
T00043964,2025-06-14,S016,P00189,2,177.42,0,In-Store,Card,C008533,M,51.0,Gauteng,Johannesburg,354.84
T00043966,2025-02-02,S017,P00302,3,200.42,0,In-Store,Cash,,,,,,601.26
T00043974,2025-12-06,S004,P00024,3,38.97,0,In-Store,Card,C000377,M,21.0,Northern Cape,Kimberley,116.91
T00043989,2025-11-07,S009,P00012,4,382.8,0,In-Store,Card,,,,,,1531.2
T00043993,2025-03-09,S011,P00164,3,316.7,0,Online,Cash,C002782,F,32.0,Eastern Cape,Gqeberha,950.1
T00043994,2025-10-31,S014,P00140,1,404.08,0,In-Store,Card,,,,,,404.08
T00043997,2025-02-04,S019,P00003,4,1068.1,1,In-Store,Card,C010700,M,23.0,Western Cape,Paarl,4272.4
T00043999,2025-03-25,S005,P00286,4,30.95,0,In-Store,Cash,C001664,M,38.0,Western Cape,Cape Town,123.8
T00044002,2025-06-21,S019,P00018,2,449.69,1,In-Store,Card,C011092,M,16.0,North West,Rustenburg,899.38
T00044003,2025-09-30,S017,P00335,3,491.95,0,In-Store,Card,C004902,M,36.0,Gauteng,Midrand,1475.85
T00044011,2025-08-23,S001,P00135,2,462.24,0,In-Store,Card,C004617,M,27.0,KwaZulu-Natal,Durban,924.48
T00044023,2025-03-25,S024,P00174,3,1900.58,0,Click&Collect,Card,C007605,M,44.0,North West,Rustenburg,5701.74
T00044024,2025-08-07,S009,P00363,2,184.84,0,Online,Cash,C010382,M,33.0,Mpumalanga,Nelspruit,369.68
T00044025,2025-05-21,S008,P00138,1,103.92,0,In-Store,Card,,,,,,103.92
T00044026,2025-02-12,S013,P00041,2,1143.56,0,In-Store,Card,C002759,M,32.0,North West,Rustenburg,2287.12
T00044030,2025-05-09,S012,P00121,2,721.29,0,In-Store,Card,C011356,F,41.0,Gauteng,Johannesburg,1442.58
T00044035,2025-01-29,S003,P00291,1,112.26,0,In-Store,Wallet,,,,,,112.26
T00044044,2025-09-11,S013,P00059,2,1410.91,0,In-Store,Card,C001267,F,16.0,Free State,Bloemfontein,2821.82
T00044045,2025-06-22,S024,P00321,4,57.81,0,Online,Card,,,,,,231.24
T00044051,2025-04-24,S023,P00369,2,1463.97,0,In-Store,EFT,,,,,,2927.94
T00044059,2025-07-31,S018,P00224,2,110.17,1,In-Store,EFT,C011559,M,40.0,Western Cape,Cape Town,220.34
T00044062,2025-01-27,S025,P00167,4,529.34,0,In-Store,Cash,C006874,M,50.0,Mpumalanga,Nelspruit,2117.36
T00044065,2025-05-04,S016,P00321,2,61.15,0,In-Store,Card,,,,,,122.3
T00044070,2025-01-22,S018,P00396,1,34.56,0,In-Store,EFT,,,,,,34.56
T00044076,2025-06-05,S004,P00360,2,556.12,0,In-Store,Cash,C010718,F,44.0,Mpumalanga,Nelspruit,1112.24
T00044077,2025-12-22,S005,P00347,3,891.21,0,In-Store,EFT,C010082,M,30.0,Free State,Bloemfontein,2673.63
T00044082,2025-07-20,S017,P00375,1,518.86,0,Click&Collect,EFT,C010971,M,18.0,Western Cape,Paarl,518.86
T00044083,2025-03-11,S014,P00118,3,189.43,1,In-Store,Card,C003389,X,19.0,Gauteng,Midrand,568.29
T00044085,2025-02-15,S019,P00231,2,425.77,0,In-Store,Card,C007182,M,27.0,Eastern Cape,Gqeberha,851.54
T00044086,2025-11-19,S013,P00058,2,762.55,0,In-Store,Card,C009520,M,35.0,Eastern Cape,East London,1525.1
T00044092,2025-02-24,S005,P00369,1,1507.53,0,In-Store,Card,C008295,M,23.0,Eastern Cape,Gqeberha,1507.53
T00044095,2025-12-08,S022,P00399,1,434.32,0,In-Store,Cash,C006086,M,16.0,Western Cape,Cape Town,434.32
T00044099,2025-12-08,S018,P00127,2,426.27,1,In-Store,EFT,C004774,M,39.0,Limpopo,Polokwane,852.54
T00044100,2025-11-05,S001,P00384,1,1504.5,0,In-Store,Card,C007217,M,45.0,Western Cape,Stellenbosch,1504.5
T00044101,2025-03-24,S019,P00139,4,1103.5,0,Online,EFT,C006625,M,37.0,Gauteng,Pretoria,4414.0
T00044102,2025-07-05,S001,P00234,3,16.89,0,In-Store,Card,C000926,M,21.0,Gauteng,Johannesburg,50.67
T00044108,2025-01-02,S011,P00051,4,172.91,1,In-Store,Card,C010342,M,33.0,Western Cape,Cape Town,691.64
T00044111,2025-04-27,S012,P00216,3,717.28,1,In-Store,Cash,C005301,F,33.0,Western Cape,Stellenbosch,2151.84
T00044113,2025-07-14,S011,P00139,4,759.76,1,Click&Collect,Card,C011085,X,31.0,Northern Cape,Kimberley,3039.04
T00044118,2025-08-28,S001,P00335,2,417.96,0,In-Store,Card,C002951,F,31.0,Mpumalanga,Nelspruit,835.92
T00044119,2025-09-23,S023,P00211,4,325.44,0,In-Store,Card,C007323,M,22.0,KwaZulu-Natal,Durban,1301.76
T00044128,2025-02-02,S011,P00382,1,7.3,0,In-Store,Card,C010919,F,23.0,Limpopo,Polokwane,7.3
T00044129,2025-07-20,S009,P00025,1,255.22,0,In-Store,Card,,,,,,255.22
T00044130,2025-03-04,S010,P00228,4,58.1,0,Click&Collect,Card,C009905,F,35.0,KwaZulu-Natal,Durban,232.4
T00044131,2025-01-10,S001,P00270,2,939.75,0,In-Store,Card,C008941,F,24.0,Free State,Bloemfontein,1879.5
T00044135,2025-01-09,S023,P00388,4,443.98,0,In-Store,Cash,C002069,M,45.0,Western Cape,Stellenbosch,1775.92
T00044139,2025-05-27,S010,P00379,4,87.71,0,Click&Collect,EFT,C001276,M,43.0,Mpumalanga,Nelspruit,350.84
T00044142,2025-05-13,S002,P00281,1,163.77,1,In-Store,Cash,,,,,,163.77
T00044144,2025-04-06,S022,P00340,4,127.61,0,In-Store,Wallet,C002308,F,33.0,North West,Rustenburg,510.44
T00044146,2025-03-21,S015,P00400,2,577.54,0,In-Store,Card,C010817,M,20.0,Eastern Cape,East London,1155.08
T00044150,2025-01-08,S019,P00117,1,486.1,1,In-Store,Card,C006659,F,25.0,Mpumalanga,Nelspruit,486.1
T00044159,2025-02-06,S011,P00311,1,106.55,0,In-Store,Card,C011214,F,23.0,KwaZulu-Natal,Pietermaritzburg,106.55
T00044160,2025-12-29,S005,P00106,2,169.81,1,In-Store,Card,C009618,F,35.0,Mpumalanga,Nelspruit,339.62
T00044162,2025-09-19,S024,P00275,2,591.15,0,In-Store,Card,C003177,M,25.0,KwaZulu-Natal,Durban,1182.3
T00044167,2025-10-08,S014,P00097,4,445.39,0,In-Store,Cash,C002457,M,46.0,North West,Rustenburg,1781.56
T00044169,2025-06-06,S023,P00064,3,150.34,0,In-Store,Card,C007201,M,19.0,Limpopo,Polokwane,451.02
T00044170,2025-06-23,S002,P00024,3,34.99,1,Online,Card,,,,,,104.97
T00044172,2025-12-17,S018,P00385,1,241.9,0,In-Store,Card,C003202,F,32.0,Northern Cape,Kimberley,241.9
T00044178,2025-12-30,S022,P00290,2,211.88,0,Online,Card,,,,,,423.76
T00044179,2025-12-13,S024,P00012,4,332.26,0,Click&Collect,Card,C005812,M,37.0,Free State,Bloemfontein,1329.04
T00044184,2025-12-10,S013,P00382,4,6.86,0,Click&Collect,Card,C005878,M,43.0,North West,Rustenburg,27.44
T00044195,2025-03-14,S017,P00344,4,731.13,0,In-Store,Wallet,C002101,M,40.0,North West,Rustenburg,2924.52
T00044209,2025-04-01,S014,P00100,1,483.82,0,In-Store,Card,C003739,M,19.0,Northern Cape,Kimberley,483.82
T00044210,2025-10-20,S024,P00019,1,18.3,0,In-Store,EFT,C003424,M,36.0,KwaZulu-Natal,Durban,18.3
T00044226,2025-01-24,S020,P00129,4,461.01,1,In-Store,Cash,C008612,M,26.0,Limpopo,Polokwane,1844.04
T00044230,2025-04-27,S018,P00054,2,529.85,0,In-Store,Card,C002080,M,22.0,Gauteng,Soweto,1059.7
T00044234,2025-01-01,S017,P00310,1,1128.69,0,Online,Card,C005421,M,69.0,Free State,Bloemfontein,1128.69
T00044237,2025-01-04,S025,P00132,3,130.33,0,Online,Card,C007562,F,20.0,Gauteng,Johannesburg,390.99
T00044243,2025-06-22,S002,P00287,3,131.86,0,In-Store,Card,C003061,F,32.0,Northern Cape,Kimberley,395.58
T00044246,2025-07-03,S008,P00283,2,708.31,0,In-Store,Cash,C009360,F,29.0,Mpumalanga,Nelspruit,1416.62
T00044252,2025-05-30,S014,P00233,4,39.22,0,In-Store,Cash,C008743,F,20.0,Free State,Bloemfontein,156.88
T00044256,2025-07-30,S014,P00344,3,634.97,1,In-Store,Card,C011980,F,31.0,Free State,Bloemfontein,1904.91
T00044260,2025-11-04,S003,P00344,2,598.08,0,In-Store,Card,C001562,M,16.0,Western Cape,Stellenbosch,1196.16
T00044265,2025-10-13,S013,P00204,3,271.38,1,Online,Cash,C002385,F,17.0,Mpumalanga,Nelspruit,814.14
T00044268,2025-01-22,S006,P00209,1,686.21,0,In-Store,Card,C007545,M,17.0,Free State,Bloemfontein,686.21
T00044274,2025-07-15,S018,P00147,1,187.23,0,In-Store,Card,C011131,M,21.0,Gauteng,Johannesburg,187.23
T00044275,2025-06-13,S009,P00309,4,293.5,1,In-Store,EFT,C010960,F,16.0,North West,Rustenburg,1174.0
T00044292,2025-11-25,S013,P00121,1,717.77,0,In-Store,Cash,C004660,M,46.0,Free State,Bloemfontein,717.77
T00044294,2025-01-28,S012,P00231,4,469.35,0,In-Store,EFT,C007777,F,32.0,KwaZulu-Natal,Durban,1877.4
T00044309,2025-10-03,S001,P00274,3,712.23,0,In-Store,Card,C002741,M,41.0,Eastern Cape,East London,2136.69
T00044315,2025-07-08,S008,P00226,2,571.23,0,In-Store,Card,C005084,F,52.0,Free State,Bloemfontein,1142.46
T00044317,2025-06-28,S006,P00143,2,83.25,0,In-Store,Card,C005215,M,29.0,Northern Cape,Kimberley,166.5
T00044318,2025-05-18,S017,P00368,4,28.74,0,In-Store,Card,,,,,,114.96
T00044335,2025-03-01,S015,P00314,3,61.59,0,Online,Card,C003553,F,41.0,Gauteng,Pretoria,184.77
T00044336,2025-08-16,S008,P00146,2,789.85,0,In-Store,Card,C001746,M,23.0,Northern Cape,Kimberley,1579.7
T00044341,2025-03-16,S017,P00046,4,570.85,0,Click&Collect,Cash,,,,,,2283.4
T00044344,2025-10-09,S019,P00078,3,428.23,0,In-Store,Card,C006756,F,50.0,Limpopo,Polokwane,1284.69
T00044345,2025-10-24,S025,P00389,2,101.24,0,In-Store,Card,C002717,M,36.0,Free State,Bloemfontein,202.48
T00044346,2025-12-30,S008,P00032,1,270.91,0,In-Store,Cash,,,,,,270.91
T00044354,2025-06-04,S005,P00356,4,1110.46,0,In-Store,Cash,C001419,F,38.0,Limpopo,Polokwane,4441.84
T00044359,2025-12-28,S011,P00006,4,195.75,0,In-Store,EFT,C009102,M,39.0,KwaZulu-Natal,Pietermaritzburg,783.0
T00044361,2025-06-14,S016,P00237,2,1367.19,0,In-Store,Card,C005405,F,16.0,Limpopo,Polokwane,2734.38
T00044367,2025-02-01,S003,P00341,4,230.78,0,Online,EFT,C011453,M,42.0,Northern Cape,Kimberley,923.12
T00044368,2025-05-22,S017,P00284,4,469.79,0,In-Store,Card,C006989,X,30.0,Eastern Cape,East London,1879.16
T00044371,2025-06-06,S018,P00256,1,54.46,1,In-Store,Card,C010721,F,42.0,Eastern Cape,Gqeberha,54.46
T00044372,2025-07-13,S008,P00293,1,227.61,1,Online,Card,,,,,,227.61
T00044373,2025-05-12,S015,P00005,1,8.65,0,In-Store,Card,C002808,F,28.0,Northern Cape,Kimberley,8.65
T00044377,2025-10-07,S016,P00118,2,216.77,1,In-Store,Card,,,,,,433.54
T00044391,2025-01-13,S018,P00008,4,94.35,0,In-Store,Card,C004128,F,22.0,Eastern Cape,East London,377.4
T00044393,2025-01-09,S023,P00144,3,1260.36,0,In-Store,Wallet,,,,,,3781.08
T00044395,2025-08-17,S008,P00318,3,907.42,0,In-Store,Cash,C005015,F,40.0,Eastern Cape,East London,2722.26
T00044396,2025-06-28,S008,P00014,1,350.41,0,Online,Cash,,,,,,350.41
T00044397,2025-06-28,S003,P00212,3,628.97,0,Online,Cash,C005206,M,51.0,KwaZulu-Natal,Durban,1886.91
T00044399,2025-08-21,S012,P00048,3,1143.57,0,In-Store,Card,,,,,,3430.71
T00044412,2025-10-10,S025,P00219,2,1532.19,0,In-Store,Card,C008116,M,42.0,Free State,Bloemfontein,3064.38
T00044413,2025-08-17,S010,P00091,3,1943.43,1,In-Store,Card,,,,,,5830.29
T00044416,2025-07-12,S006,P00280,1,87.3,1,In-Store,Card,C008966,M,50.0,Limpopo,Polokwane,87.3
T00044417,2025-07-03,S025,P00061,4,1870.04,0,In-Store,Card,C002963,F,36.0,Western Cape,Stellenbosch,7480.16
T00044422,2025-07-21,S009,P00319,4,1488.49,0,In-Store,Card,C003178,F,48.0,Gauteng,Midrand,5953.96
T00044428,2025-05-21,S022,P00130,4,95.8,1,Online,Card,,,,,,383.2
T00044435,2025-11-15,S018,P00202,1,1492.27,0,In-Store,Card,C004760,M,55.0,KwaZulu-Natal,Durban,1492.27
T00044436,2025-11-25,S025,P00261,2,683.15,0,In-Store,Cash,C007687,M,42.0,Gauteng,Johannesburg,1366.3
T00044444,2025-01-18,S017,P00337,2,31.99,0,Online,EFT,,,,,,63.98
T00044448,2025-06-16,S023,P00365,3,36.04,0,In-Store,Card,C010309,F,39.0,Gauteng,Johannesburg,108.12
T00044449,2025-01-17,S002,P00253,1,32.37,0,In-Store,Card,C005586,F,39.0,Free State,Bloemfontein,32.37
T00044453,2025-05-01,S008,P00208,4,1060.89,0,In-Store,Card,,,,,,4243.56
T00044457,2025-04-01,S020,P00246,1,647.78,0,In-Store,Card,C002603,X,52.0,North West,Rustenburg,647.78
T00044467,2025-03-26,S014,P00025,3,332.6,0,In-Store,Card,C005475,M,19.0,North West,Rustenburg,997.8
T00044474,2025-05-02,S004,P00044,3,331.67,0,In-Store,Card,C009943,F,29.0,Free State,Bloemfontein,995.01
T00044478,2025-12-31,S013,P00049,4,343.05,0,In-Store,Card,C006372,F,16.0,Gauteng,Pretoria,1372.2
T00044480,2025-06-30,S016,P00260,4,72.32,0,In-Store,Cash,C011846,F,43.0,Eastern Cape,East London,289.28
T00044482,2025-03-08,S020,P00162,4,1181.84,0,Online,Card,C002251,F,45.0,Gauteng,Johannesburg,4727.36
